word,count,freq_per_million
облаците,286,62.93
самото,285,62.71
мори,285,62.71
солзите,285,62.71
грло,285,62.71
методија,285,62.71
евто,285,62.71
утробата,284,62.49
сакате,283,62.27
викаат,283,62.27
отворена,283,62.27
иднината,283,62.27
семе,283,62.27
тројца,282,62.05
мажите,282,62.05
затвор,282,62.05
рани,282,62.05
помислив,282,62.05
остануваше,282,62.05
поздрави,282,62.05
силна,282,62.05
приказни,282,62.05
приказната,282,62.05
белиот,282,62.05
свадба,281,61.83
грев,281,61.83
однесе,281,61.83
забите,281,61.83
темно,280,61.61
извор,280,61.61
добри,279,61.39
слезе,279,61.39
секаде,279,61.39
готов,279,61.39
илјади,279,61.39
работ,279,61.39
крилја,279,61.39
симон,279,61.39
нивни,278,61.17
којшто,278,61.17
чаша,278,61.17
полноќ,278,61.17
дни,278,61.17
започна,278,61.17
букви,278,61.17
пишувам,278,61.17
тежок,277,60.95
пладне,277,60.95
дрвја,277,60.95
можеле,277,60.95
знаци,277,60.95
зелени,277,60.95
отсекогаш,277,60.95
црвен,277,60.95
аџи,277,60.95
р,276,60.73
разбирам,276,60.73
шум,276,60.73
упорно,276,60.73
професорот,276,60.73
станица,275,60.51
чекај,275,60.51
немало,275,60.51
суво,275,60.51
мртва,275,60.51
водеше,275,60.51
семејство,275,60.51
коста,274,60.29
полесно,274,60.29
пот,274,60.29
ох,274,60.29
коски,274,60.29
топлина,274,60.29
попусто,274,60.29
почнав,274,60.29
црвена,273,60.07
нивна,273,60.07
стигне,273,60.07
магда,273,60.07
богоја,273,60.07
трите,272,59.85
едното,272,59.85
значење,272,59.85
тате,272,59.85
топла,272,59.85
стоеја,272,59.85
ослободи,272,59.85
паркот,272,59.85
ибн,272,59.85
младоста,271,59.63
суви,271,59.63
дланките,271,59.63
велеа,271,59.63
данче,271,59.63
оттука,270,59.41
убиството,270,59.41
парчиња,270,59.41
капки,270,59.41
избега,270,59.41
очекуваше,270,59.41
продолжуваше,270,59.41
науме,270,59.41
матеј,270,59.41
лебот,269,59.19
огледало,269,59.19
стебло,269,59.19
мириса,269,59.19
најдат,269,59.19
духот,269,59.19
траги,269,59.19
хартија,268,58.97
балканот,268,58.97
непознат,268,58.97
личи,268,58.97
дела,268,58.97
живееше,268,58.97
утрото,268,58.97
појава,267,58.75
уши,267,58.75
оддалеку,267,58.75
прашањето,267,58.75
откога,267,58.75
моли,266,58.53
америка,266,58.53
илјада,266,58.53
потаму,266,58.53
прифати,266,58.53
облак,266,58.53
длабока,266,58.53
џеси,266,58.53
прст,265,58.31
умира,265,58.31
одошто,265,58.31
загледа,265,58.31
власта,264,58.09
слободно,264,58.09
непознати,264,58.09
нејзе,263,57.87
сина,263,57.87
нам,263,57.87
улиците,263,57.87
мирисот,263,57.87
белата,263,57.87
докторот,263,57.87
стан,263,57.87
молитва,262,57.65
празна,262,57.65
смееше,262,57.65
замисли,262,57.65
вашиот,261,57.43
имате,261,57.43
мамо,261,57.43
голи,261,57.43
стојат,261,57.43
линија,261,57.43
попладне,261,57.43
висок,260,57.21
прашам,260,57.21
девојче,260,57.21
кажеш,260,57.21
дно,260,57.21
напор,260,57.21
болката,260,57.21
господа,259,56.99
сол,258,56.77
прашуваше,258,56.77
песот,258,56.77
насмеа,258,56.77
поголема,257,56.55
ручек,257,56.55
весело,257,56.55
извесно,257,56.55
правиме,257,56.55
другарот,257,56.55
раѓа,256,56.33
магла,256,56.33
однатре,256,56.33
високи,256,56.33
дење,255,56.11
благо,255,56.11
темен,255,56.11
цвета,255,56.11
подава,254,55.89
шета,254,55.89
ѕидови,254,55.89
мина,254,55.89
налик,254,55.89
возот,254,55.89
зимата,254,55.89
случуваше,254,55.89
тројцата,253,55.67
бидеме,253,55.67
втората,253,55.67
рид,253,55.67
покаже,253,55.67
чуле,253,55.67
стрико,252,55.45
господе,252,55.45
водите,252,55.45
пламенот,252,55.45
париз,252,55.45
имено,252,55.45
разбра,251,55.23
вратат,251,55.23
нареди,251,55.23
купи,251,55.23
шепот,251,55.23
златни,251,55.23
метри,251,55.23
ангелина,251,55.23
фатиме,250,55.01
пазар,250,55.01
познат,250,55.01
младите,250,55.01
колена,250,55.01
однадвор,250,55.01
доби,250,55.01
допира,250,55.01
богдан,250,55.01
имиња,249,54.79
оружје,249,54.79
вашата,249,54.79
јанкула,249,54.79
молчеше,249,54.79
подолго,249,54.79
следниот,248,54.57
девојки,248,54.57
најдоа,248,54.57
јазици,248,54.57
гологлавиот,248,54.57
грижи,247,54.35
дупка,247,54.35
младост,247,54.35
месец,247,54.35
чув,247,54.35
играат,247,54.35
патување,247,54.35
змејко,247,54.35
прозорци,246,54.13
ем,246,54.13
дрва,246,54.13
новите,246,54.13
нејзин,246,54.13
паѓаат,246,54.13
планините,246,54.13
утредента,246,54.13
проговори,246,54.13
нина,246,54.13
градина,245,53.91
различни,245,53.91
минато,245,53.91
постелата,245,53.91
никому,244,53.69
коренот,244,53.69
можела,244,53.69
чест,243,53.47
наспроти,243,53.47
здраво,243,53.47
триесет,243,53.47
потребно,243,53.47
движи,243,53.47
видоа,243,53.47
слава,243,53.47
станот,243,53.47
живите,242,53.25
дојден,242,53.25
дошле,242,53.25
јадење,242,53.25
неочекувано,242,53.25
тргнаа,242,53.25
кажуваше,242,53.25
имотот,241,53.03
спомени,241,53.03
наведна,241,53.03
младиот,241,53.03
чудни,241,53.03
предел,241,53.03
лисја,241,53.03
немаш,240,52.81
селани,240,52.81
цар,240,52.81
долна,240,52.81
празнина,240,52.81
лет,240,52.81
спушта,239,52.59
прочита,239,52.59
први,239,52.59
останат,239,52.59
најдобро,239,52.59
кратко,239,52.59
студена,239,52.59
наоѓаше,239,52.59
немав,239,52.59
кралот,239,52.59
кујната,239,52.59
божји,238,52.37
туѓи,238,52.37
чинам,238,52.37
исток,238,52.37
свесен,238,52.37
исчезна,238,52.37
веруваше,238,52.37
запад,238,52.37
односно,238,52.37
сосе,237,52.15
седнува,237,52.15
наше,237,52.15
мила,237,52.15
осум,237,52.15
оф,237,52.15
образите,237,52.15
евросим,237,52.15
златен,236,51.93
викам,236,51.93
забележува,236,51.93
чардакот,236,51.93
собира,236,51.93
разбере,236,51.93
правеа,236,51.93
тагата,236,51.93
девојчето,235,51.71
другарите,235,51.71
виделе,235,51.71
вечноста,235,51.71
радоста,235,51.71
петре,235,51.71
посебно,234,51.49
скали,234,51.49
страст,234,51.49
павле,234,51.49
плодови,234,51.49
co,234,51.49
васко,234,51.49
чул,233,51.27
кат,233,51.27
влече,233,51.27
божја,233,51.27
викаа,233,51.27
живеам,233,51.27
изненади,233,51.27
враќаше,233,51.27
мине,233,51.27
чувствував,233,51.27
ликот,232,51.05
гробишта,232,51.05
несреќа,232,51.05
впечаток,232,51.05
погледи,232,51.05
секакви,232,51.05
бранови,232,51.05
обајцата,231,50.83
огништето,231,50.83
двапати,231,50.83
зборуваат,231,50.83
научи,231,50.83
кола,231,50.83
постојат,231,50.83
род,231,50.83
буди,231,50.83
најмалку,231,50.83
направам,230,50.61
зло,230,50.61
ене,230,50.61
свест,230,50.61
ј,230,50.61
најчесто,230,50.61
беломорско,230,50.61
елисеј,230,50.61
јордан,229,50.39
третиот,229,50.39
ваков,229,50.39
готово,229,50.39
плашеше,229,50.39
овојпат,229,50.39
вечера,228,50.17
џебот,228,50.17
царство,228,50.17
близина,228,50.17
тргне,228,50.17
кал,228,50.17
израз,228,50.17
недели,228,50.17
пресече,228,50.17
i,227,49.95
уво,227,49.95
пиле,227,49.95
коси,227,49.95
жар,227,49.95
постоеше,227,49.95
вакви,226,49.73
мислат,226,49.73
зградата,226,49.73
ниеден,226,49.73
водат,226,49.73
прекина,226,49.73
даваше,226,49.73
црната,226,49.73
чие,226,49.73
вртеше,226,49.73
господи,225,49.51
султанот,225,49.51
костадин,225,49.51
бродот,225,49.51
качи,225,49.51
родители,225,49.51
гимназијата,225,49.51
лицата,224,49.29
немаме,224,49.29
чад,224,49.29
слушаш,224,49.29
испрати,224,49.29
излегоа,224,49.29
присуство,224,49.29
прегратка,224,49.29
група,223,49.07
крстот,223,49.07
побргу,223,49.07
врат,223,49.07
почнуваше,223,49.07
дланки,223,49.07
текот,223,49.07
држејќи,223,49.07
охрид,222,48.85
златна,222,48.85
тежина,222,48.85
занес,222,48.85
емилија,222,48.85
детство,222,48.85
воздивна,222,48.85
снага,221,48.63
сува,221,48.63
шуми,221,48.63
киро,221,48.63
одговара,220,48.41
ножот,220,48.41
сеќавање,220,48.41
црвено,220,48.41
собра,220,48.41
нe,220,48.41
бегот,220,48.41
ката,220,48.41
коте,220,48.41
личеше,220,48.41
жолта,220,48.41
оттогаш,220,48.41
птицата,220,48.41
цветот,220,48.41
плашам,219,48.19
онаму,219,48.19
учителот,219,48.19
туѓа,219,48.19
топол,219,48.19
чевли,219,48.19
оставајќи,219,48.19
стрела,219,48.19
раскажува,219,48.19
здрав,218,47.97
нејзина,218,47.97
колената,218,47.97
единствена,218,47.97
лага,218,47.97
посака,218,47.97
петар,217,47.75
наум,217,47.75
излегуваше,217,47.75
вангел,217,47.75
ногата,217,47.75
таквите,217,47.75
топли,217,47.75
синови,216,47.53
болна,216,47.53
поголем,216,47.53
големото,216,47.53
одовде,216,47.53
ристо,216,47.53
празен,216,47.53
носеа,216,47.53
градови,216,47.53
кажав,215,47.31
лош,215,47.31
јана,215,47.31
кучето,215,47.31
длабок,215,47.31
единствениот,215,47.31
доктор,215,47.31
излегуваат,214,47.09
задоволен,214,47.09
темнина,214,47.09
пали,214,47.09
кучињата,214,47.09
врне,214,47.09
гробиштата,214,47.09
михајло,214,47.09
мислејќи,213,46.87
нос,213,46.87
дланката,213,46.87
сонува,213,46.87
стомакот,213,46.87
стварноста,213,46.87
менува,213,46.87
земји,213,46.87
наутро,213,46.87
велко,212,46.65
јадат,212,46.65
дур,212,46.65
широко,212,46.65
тресе,212,46.65
малите,212,46.65
шепоти,211,46.43
чедо,211,46.43
сериозно,211,46.43
слично,211,46.43
аголот,211,46.43
слушав,211,46.43
среќата,211,46.43
домашните,211,46.43
скокна,211,46.43
звукот,211,46.43
детски,211,46.43
глад,211,46.43
свика,211,46.43
узеир,211,46.43
глигор,210,46.21
столот,210,46.21
шега,210,46.21
гази,210,46.21
твое,210,46.21
малечка,210,46.21
делови,210,46.21
гол,210,46.21
чекаа,210,46.21
барајќи,210,46.21
иднина,210,46.21
писателот,210,46.21
итан,210,46.21
влегоа,209,45.99
облечен,209,45.99
држава,209,45.99
братучедот,209,45.99
тихо,209,45.99
тажно,209,45.99
сеќавањето,209,45.99
родителите,209,45.99
докрај,209,45.99
сцената,208,45.77
нашол,208,45.77
сетив,208,45.77
учениците,208,45.77
лути,208,45.77
чисти,208,45.77
студен,208,45.77
предмети,208,45.77
зрно,208,45.77
песокта,208,45.77
кругот,207,45.55
ѓавол,207,45.55
звуци,207,45.55
хоризонтот,207,45.55
цвеќиња,207,45.55
вани,207,45.55
спиро,206,45.33
зграда,206,45.33
моќ,206,45.33
крене,206,45.33
госпоѓата,206,45.33
са,206,45.33
крилјата,206,45.33
пеат,205,45.11
малата,205,45.11
сино,205,45.11
